user_id,name,review_count,yelping_since,friends,useful,funny,cool,fans,elite,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
fV8Yr0c5tFQTQ2SRRJHXHw,Michelle,60.0,2007-08-22,"HDb4fBWIAQ-foS8qLJty9w, x0hBZsmBTYxhjjx0MShz1A, aHKuHxlRDouNwq_PDQPIAA, HFk-5FLoZZkc1dzp8qD4rQ, gxI_hk0mBzzF44wvsWpAxw, V-FDjHqlPqj-q-qd9uqRDw, zkTqDt3Ja-mPNdnxllasyQ, iCi4uhijrODJAPqxc8QC1Q, eW-IQGFyOcqg-aKuhxKf3g, OKD8L-MfKn4b3x_uI6IM9w, FkOmPLXOIhb6994LD389Rw, UeF8hpU2rWEkTrZEXX6cYw, PFBlZEfuSp9psgeGDcL-Ig, 6yOc1LYPlN9Yyg72eExXDw, IaWIs4F3CG96s88e75lnsg, 2GTM8JVVA2ieEjoksXwIiw, YCTe8Tec7xKuoJWNN6f9kw, FuRswOr4mEEdMemFaBtuhw, naCaTUmM66M4zBwxTPyuLQ, 9kgj54sYGd0qc5emszjpHA, OfwexlagAvMI98XXlJ-tKQ, ee8UZZ46It-IJFLffqR89A, Jax-6YJH9NNXtfZKfcYtsw, QrTpRdfzIzzD8SGOifT1fQ, KSDFmshKwOKgbLwPFnefCw, LdeIHrRrRKJuWk0lcrgB_Q, IbakDPisx1lMOVvGAaJLuQ, taWS4NErfihdenO4J8y8nA, _5_AH8bJy3ODGLHFQVFj6Q, 7pR0I_uNJTuJiF9TjoZ-CQ, Jeq6e3dtkxg9mt3vCcIW1A, gkSVnU359c7Z9T1ZuWos6Q, ExBHfeqfc9YUCPmjvhqRyQ, WuqcpisXZH-4raE8j6IkYw, SFARwTLV-XcJWjjQ-TXoXQ, RTQlPtMr4zQKo_qvsY61sg, iQ5EYUb_u7UrIAoy1NDp5g, XFE4qVTXe-EVR-bXtrM-0w, xbfFwxIVFLSKAgDZ-JIIuQ, nnImk681KaRqUVHlSfZjGQ, TsL6VXZPLzy_S3z_maTuPA, VPDJt3irJNef_ljoKAaIYQ, feAyBK3RQa_-EFpynrxckQ, akatd9YVZm8oxDSZ3rwdsQ, uAxT_ymDBlvSdnl91xgR6Q, 8c5amuvNyNZtk38FnGLyrg, ynRkJSonX8Unc5-uk3cw1w, dk9JnFW1Zyf6Smn6SLPwWQ, wjdXpIX_8Elcb55bKR3mvg, hnGyj2H9n7MGDIUrNcu46Q, 3QFTuR5OKc0I-Y6KZKl39g, LOKBZJtkSb69X0UQ0rr_TA, ndVIVZy3rp9q9mQnmi1nmg, WV7qesZApo2P5kwJuXD0_w, sfWnv6cXmYP0KCw6bvEJKw, dwHfmDf-UHVqEbLusxD-rw, -hnNjjn_vwI5z8KpLaivsw, Uj2OIJk_4I0qKlUYJRPI8w, RuzCCcrdGRpsRMDc3z7xZQ, FUDSqooclM_WHlXx0PRugw, SNyINzzouTZkdETQ62aZsg, 2zYxPvnBEc1bNNVLN-YYBw, XzkaaiQKSBfEZi0vTdpFJQ, j_ZwkxKCoV7iGyxxYaAEEg, FCF3tllSLQCVR1S4whirDA, wL08KSABN-K4TQzinEMrqw, Wkw8Tk29rZtPQVwzIhA80A, -HS0g1mV1ehbljOwT_5iNA, pe42u7DcCH2QmI81NX-8qA, I4v9jVVIreY0GvyTPsu3Jg, uzQxsgonssCSoLwmSkodqg, 07yKZQEADmap1RL-PtJUKQ, MSHLx8DN5TyBGnGskmasKA, w9Woq1FIRFc0hv9oAheUQQ, DGD1unPHR9o_fL_jqdNArQ, _fXvtI0y3ccxFPCoTt6lSQ, CSaWfOlprh5G556zxXA04w, duihVwxxVm8iD1NVPwiWCA, CpvWdB0N_yDNlzN0byKiCg, kiSkQ27qVmKcHrusF0nFug, 7ZW5Jd-UBoi6nm7j3oRXTQ, wlRaWEk-HqF6iCo34k_Vdw, NmZEdK3ZdlSHHPYfZ-_yQQ, yHsNSIqPZS38ub1Eo6CA8A, WJzVPvXn3gC_W8RrItJRqQ, HySBjJgHEx8eNCmDun5iSg, _PjEqZApM2u8RpfNhPchhg, -hpYNkCn-rd5hkyRUzl7CQ, UTMBLQ7dbvmPIsO8tWe0-Q, oBjZtEzDiNrVGzsJ_9VUXg, jFxRKoa3Qciuhdb07eEGVA, _QEQ5mR-iWETDpBPWUG0bA, 4tJqihMzIOq_xTmwtpxe6g, gT31WLlMdbcJlHmHbOXT2A, 0YkyaFydLxdrt_l8sf-Xrw, rbnLpwGyVenDUF0366SbBA, Q503wfkVgYYRisTYSyWYww, n4Y6wdh6om3QtIFlWakfDQ, NoTb8c2eeU2vURulkKFXkg, FJKkX37OMdgSkWHzrdYoYA",43,12,5,1,2009,3.96,2,4,0,0,0,9,7,7,7,4,0
6bHVsO48Xi97pUwduNMoaw,Mazapan,13.0,2016-07-31,None,0,1,1,0,None,3.67,0,0,0,0,0,0,0,0,0,0,0
EPvYURBSmAevAWLj47F-4w,Mende,13.0,2015-03-31,None,2,0,0,0,None,2.0,0,0,0,0,0,0,0,0,0,0,0
O1DNr2HNo5yiyfQKZ7HRBg,Corey,11.0,2011-04-25,None,0,0,0,0,None,1.0,0,0,0,0,0,0,0,0,0,0,0
9kdlTEgDlIjoR1fmTzwI5w,Sofia,11.0,2015-12-02,None,0,0,0,0,None,1.0,0,0,0,0,0,0,0,0,0,0,0
L58r9owAlbtELcyFHOZ-jA,Matt,11.0,2017-11-30,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
hAZCoaV9rIgJKi0dFiyHlg,Yu Chen,11.0,2012-10-18,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
9n2IwcyI3CNxvs1OrKHphA,Kevin,12.0,2013-06-23,None,0,0,0,0,None,4.5,0,0,0,0,0,0,0,0,0,0,0
bZkZgll3Fii18x3WRtB5Lg,Dale,72.0,2010-01-06,None,0,0,0,2,None,3.3,0,1,0,0,0,1,0,1,1,0,0
4gcu8tVb5ZbXj0AP6ZunOg,Navneet,12.0,2011-10-01,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
ow0ZvXgmJgBIc2dgduTtDQ,Adam,11.0,2017-12-11,None,0,0,0,0,None,2.0,0,0,0,0,0,0,0,0,0,0,0
y35YADguSrDMGNMZK6r5MQ,Valerie,11.0,2017-11-22,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
KWmiBNDFVSvWmU9i0lrlog,Diana,11.0,2015-11-30,None,0,0,0,0,None,1.0,0,0,0,0,0,0,0,0,0,0,0
NJhhRGV7jvt2a4JApVw9EA,Shivia,12.0,2017-11-21,None,1,0,0,0,None,4.0,0,0,0,0,0,0,0,0,0,0,0
NNUCy-mWCYCROLs1wJRmCQ,Heather,23.0,2012-02-08,None,12,2,0,0,None,4.0,1,0,0,0,0,0,0,0,0,0,0
QRKFdoxJSXbN4Ui1a2wttQ,Lee,12.0,2014-01-06,None,1,5,2,0,None,3.5,0,0,0,0,0,0,0,0,0,0,0
g3PvxqzdJlaZ-ob7K8sC7g,Shad,12.0,2016-03-10,None,0,0,0,0,None,3.0,0,0,0,0,0,0,0,0,0,0,0
kfsHOIsLk2aBj1yHYItx6g,Jen,11.0,2013-01-15,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
dGa8T4NqzHCsZhMiYOGktw,Stan,11.0,2015-10-19,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
QP0vGv2H8h30ijlI-EkMGg,Dominique,11.0,2014-03-18,None,1,0,1,0,None,3.0,0,0,0,0,0,0,0,0,0,0,0
AUeeFb-1kN-ssfb39FJIBA,eula,14.0,2010-07-09,None,0,0,0,0,None,4.0,0,0,0,0,0,0,0,0,0,0,0
mWeIs5leEHuM2m6uHET32w,Bryan,11.0,2017-10-30,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
1iIebpwPVifig9Xi0EI8Dg,Ella,14.0,2015-05-18,None,5,2,0,0,None,2.0,0,0,0,0,0,1,1,0,0,0,0
_P215TQRt2RlnoN9jLGygg,Masha,19.0,2013-06-23,None,0,0,0,0,None,1.3,0,0,0,0,0,0,0,0,0,0,0
hic9wcuQuqa3yXdf34qfbg,Preston,16.0,2013-10-26,None,0,0,0,0,None,3.33,0,0,0,0,0,0,0,0,0,0,0
jPbLyRJWygYEbA-FWMx3Gw,Cathy,15.0,2017-11-14,None,4,0,0,0,None,4.2,0,0,0,0,0,0,0,0,0,0,0
pE08CrioZMP7bhmzgZkDGw,Stephanie,16.0,2015-05-13,None,1,0,0,0,None,4.0,0,0,0,0,0,0,0,0,0,0,0
OZKh_VLIhh_tL5r3Lr-EtA,Lexi,11.0,2017-03-28,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
R_jGXfWM2OT1cCVTMMH-jw,Am,18.0,2013-02-27,None,0,0,0,1,None,5.0,0,0,0,0,0,0,0,0,0,0,0
gkMSWgpoBcc96JqhMFbKJg,Laura,29.0,2011-06-05,None,45,0,1,0,None,4.26,0,0,0,0,0,0,0,0,0,0,0
aw973Pm1nrTbRjP4zY9B9g,Kenny,772.0,2008-09-23,"Cit5yho-DqotA0BnXHErTQ, bm2DqfP4P454FjEtCbZdkQ, xruy2cNpgz-x98-ACE_Q_A, Y6AnR_5l_RgdSM-GDsqRgA, 1Ky883b87muXYlzlBpepgg, uNLaGbgcfaN4vlFyse9j5g, ImipV7VpdxeM7ucEnLvqjg, w16hgQetwgAllUNr10P9Kg, gejGrDsdw79VOJWMKp9Cbg, fmhTUB0WsfYXZg_Atz8bSQ, -RRimFSipVOZ-xfQEPvLzw, TdT1NWvONMaLjnxwYbeZHg, gC9yxjFC7eN1kN0xU-ryqw, EtBea-v-2JAvZdfg7XH7iA, m1p_9QzkD899UbJBw8eJjQ, Wd3mZ6A7kir0gVjhVRjTnA, 9A0BjnrnYdEg4uRgfFhppw, S5sRpKBshe-Mrs1UL2KurQ, ZQkaeEO7emlU21q0KqEPBQ, Ed1z7VbBWWkwwZhY_KJOFw, 6ZR7HuUpHk_NQNs0dT0oLg, dE9YaRaUtkDm-xJrW3BSPg, gjQ00L18PvAV450ZOfqYng, 3FFjZg2Klrp8ORbCNOYQWA, e4CCD4D7iA4SCxryHNtzUQ, FLgpXs98f_Qe9AJW0oLSfg, 2XDS3CqfNwgNuKAZKag-sw, 3Kt2LoQVTfJ0raDTV9aF8Q, qnaEvCbs9SmLu852A22RWg, cPcStFGBlk-6lWWsttIfVQ, 8_tiZTl5tSkZOfQ7K2K1FQ, Dd468V-ocBrbINHBNpBbiQ, henDqMyd5F1K6jBnHTrYqQ, buVMZSmWLwC0TF7-5zYAAA, _yaKBcvNQN-_T4IC9cTg_A, 7wS68ArAYnc7BY2DGxaLLQ, OZRhAe-La1bX2xhLGJujVg, Y_tPAU6E4kMd9bXroGGaKg, suVuMvaGfRAfEtncIKx2GQ, ZuqRUfg4KLF9H4PYHFUS2w, _pMzR6yoPbU98t-NH8TZ3w, -SgfRZ2Yd6bmE4q6EAu7CA, 4kUPaQE3H71TsOqxJpzxdA, 6jkxmmbYsUXc5dRyEBh4lg, ppQpZMPEiPaaEasMy8Wf4w, 1oywhk9P-Dvh1slY23GsbA, MUJ44YhlZ69KjiLZfYt6Lg, pecYyVMjqMxawD7Xz-t1jw, RkW6MCmc9NJliGsTo40CeA, KJXtd4CnD6trhlVRTJW4RA, b1yKGpLFa5FzNY41FKurbQ, Y3_BasfNNDLDGu4f2JPpvg, DYZ9B5sR4LyGXU0KHLNdHQ, ZdY3VTgSHaLgCfnRZEeosQ, gExQu9hMZD0lD9WC58omTQ, U-pkHFC07TLfMRq2HbQTtQ, XDHpi1Za6Ti_qOs_X8vM8g, QQ9TxdWsOxPcTfySVuQLjw, aTp1P-hgpI1bXnS-nN0bKw, GR0LcIIaPpqyMH5MCpPJJA, aOvHvpBxzHz60nZpcQymJA, Wd43YdZtztC169e2K_7jog, VcT_64wY1yb91Vfu4asqvw, 4n0eMAeCSvWRl6an5Z8OGg, CYQNdjHCL9nedkLMfKLHmg, DAU63VKPCPwjlxqUJi0mEg, 7cDAEEnwfSqG2Lv8Vanr3Q, d06Bj6YnQz0OThgaaLRdRQ, FrjgkqEMhFeAkBxjD_Lx5g, KRoCu_g3tiXhJANzo1J57A, uCpoTqScJg15LKIDXenbIA, oaEISy8gzI8KFmbY0cVmNQ, EltaWmMEXEzvKbmGMZ1FKA, 0uPeuk27jdw2UGqbMSWe-Q, 9r-WEZ3pd9Ue_mgPczbZ7w, sTj6cTG9xClrBhQNn8qJRA, x1paA3aUHJTurbtFkBSOGg, TMEg_Srg5VmWd4YbEVyqTQ, 0cZaLvThOfuQa9spTMyv8g, OXYtOFX9xXukagW5Ku5dfg, 5Ftb40mmwptuN-QGBfGXbA, OOJe5AlI3O7MAMqPEJpZWQ, mnrDsvKj1LfyNr5pxzzUmg, 1wEWs-el7eauwbdbxGZk8Q, JwQ8oI5iXKaqfBgZSpm19Q, GkkXSqLoNnbTduSuYlz-oA, ygH3Bp6MZOkY-WBStnpkRg, tlWur9j2k5gpmuY91D5t6Q, Z5T4VAwlVBSir0eAuUKaVQ, I2-XmIv-IjmCpjMJ6uwY1A, 8VJnUeQh8RRhNtbbPECaLw, TV5KY6-zSqyXnDKx2juIeA, Bw18f_vUTzL_GhI5YkkeSQ, tW8TT4KXyix0i0VA6jsI9g, MKgpIiuzs752BJjPeCW0cw, PJUIB97YoA6iF6-HHQMgOg, F_IGiz2IpljcuHiDPZUb_Q, 8BV82epbcZs6JtUo7f9PlQ, cUAb17O-KMaP1M8HjtbPtA, MfknWfoPx2oilsyUK3kekA, h9oGTdr9uhNWQvu0iS7oDA, U2518Ly14sUarR6oGtevxA, lvqOZ8n7XAl8h88T3Y9R-A, wgmc7IyDyfMINtUCAPaqoQ, 3yBusRwPYtMCpaBkEyhyJw, -zJKgPDHXsvRALeae1ctYQ, SsU9BmqDebTxj8it12kNlw, Gx9m-uVNSAua8KdVyiQfGA, U_wcc2TXMaKhTpjUuyxiKg, mC1L7k93BacI_XP33aeThw, 2yZghjSHZ03n8rD7pZ8fvA, uTivCeeeBrFWewZEvGC27w, c6QndA-I8IB2LZbnyhhrvQ, P67OASTPpII5p0n8ZsGicQ, LMnJLT5CVqvGo4jS7wahSA, Jw__vRfnOSlIIwDPS_ddwA, 7xadPF7GfcMfbJV6jLGGXQ, LRwRkjfxv8EWynwGL9NROA, i3coGBsgXjOGYZ4pfHysaw, WEG-2lGg0WRs2qt9tjRCZA, nUBZcA0zunWtR-WkyCgBOA, 8HDveMXcAWYP2CuWPf7FGw, 9YZV8W7IZe5ZXZp17xnjJQ, OmQIIWHbGorYuHq-rZSjww, sTW0gS1reTlPhrZYCDKH7A, MKqv8jfab89t4KK-SAECSw, -z0TEVb3YpYbKpXZmJS0oQ, R1YI4LGoDGMvxxEJRUl8lA, Ma_gwnVShENgTuhHNpAvyQ, BjtJ3VkMOxV2Lan037AFuw, Mq8wg-due_2WQApW8GkSvQ, DQIh6k1qAPz5hOVM4iGOnQ, BvrB7UyjWmA-kBKptQn6NQ, _OHaoJFgB9-Nf05Y_IeabQ, Swzv-yUQkecpkiXBJu4mww, qGDvXBf2BFswRBa-AfzJiA, eOO3PRmLIuaQyhaOeJgSMQ, DTEa4cIRdr6T4jaIw1xubg, -r48DjK82rsDovIZT38MUw, W4SVZz55F8_9vWoau1iWDQ, h2rWKBzMpSrvASMgGds4uQ, 1aek7k4C4Q1yvs6QabZKww, 4AmLaW3wvhY6BSD8ZN7gYQ, I-DTpIFtlKcw77NSgNyIRA, zgB_HzSDhQU2PkrAyw-zug, TBEiWGQoVXCq5sYuOzeBkw, EBvMDMZR-95B_Ov2srhtrw, p9TaVst1WUJNrKe3b6zKvQ, OS2LGISkzN0ClTCQmq18GQ, WkpWldKTNfOh_dSDRRroBw, WO1LKULyWLzl5wpIxUQhrA, ReOQIiMmlKHZbHHXjOcsTw, 3S0y_Z2Y591H2A072gYPjA, 1_ebb-5oHlLrwNRHMSU-nQ, djxnI8Ux8ZYQJhiOQkrRhA, EL7s606hrQlzu13jD6cxUA, jrMxBHW3SlUGVGYWvPsHWA, 8jvpsHAbJLRCOWGppp0_0g, pGttXtW6dvnh6Zc7Vr_3tQ, argaX4ADH_Wczq2ZUPYLNw, Dj77pkw_EZJvR-F4RIf_BQ, MNLPwQUL2ua0XjXtD6AuEw, EOLuDCK8sTRg4hsnN8maPA, 43NOu7ggRo4o6YyxoqKukA, LvlPwSyinEyE9QjcM-t1FQ, XuseBG1gQ4hT0Qbzykq08Q, vj-71bWcddq5l-FEkThVbw, mrO2R1Uc_DmKKEtH2VTNDg, 4MHFQcFfHzVe4ISx3lvHlw, Ki8aCZkZ3G6uce-2duu1cw, i5o9heILJtx3Yrwm-BdviQ, ghGiL52X6udHMxWgvKjRig, Wh2Y4k8MPPvBAGoRu4WCNw, TNDp-pa7IHl8SlssQxE-5A, EiwxlbR8fb68lMgEXhcWKA, 5-dGV2Ci9S-gSUc__GIyvQ, twOt9KvipEAz9X1--_jDMA, 41c6fz5pf2YzTDBpUdqzAw, Emv95IbnE4TqHuXJyi_EHQ, vMAeu0CCKDeb6zRjAuf1MA, t7R2npYmGrKTCsycALT4Iw, ClvfOUUXUyXpecRa6YsDUA, SVL1Oir45owS_oKg-ylqfw, tyABhNSjpShd190BLKF1PA, rD1-riyyv6GqTqjZZwqgHA, ZKdNk5RYb9ZgYYIS01FUrw, iIFkCL_89t9bWWAOVvhG8g, tio5S4P1afk3zP1F5SYbdw, oNv22da6dEEq2w2gStsGug, 3EIc7WAoiojTFdy3TGOMfQ, GaGMN2prMUDY7Z8yGPsc9g, hej8cSqmK5Ooi_ZGCgwrHw, HYTk31SozAd2ieDIqPC5cg, a699W_uzM2CUteHZqpDeLg, t4_9-iGmx6JvONrCUdmF1A, YG5EroFMYByZODecz3U_kQ, qeqscJwLj21PPu48Zv0szw, 9YzE6ybg4Trnsd4kkXWEnQ, sd4E5iKUZotDEeiF3cC81Q, HYQoxBC1y1DGPq6pGP09Tw, fgUJTSMFbWbm2GBqsANKRg, 65qLn7t_qDoT0lB7oe8zpg, k_VpB5MQhiGZg2EpUMMILA, gUAjHUCuZZzuy906CBFAGA, axNHjLGaj_aFtx-yS0q_Dg, Q-1mnNFpKNbSta3sF7W7wA, zM4m1xu-6ewaga_GFB-B1g, naGbDsV0L4ZwwmwfU1I-Qw, c8LU5Bpc12iT3hO-n7Tigw, V0-zmQku1uWNkHeoXLHanw, RMRVRXD-18xUEDVt_hp1HQ, TWobfs5CwJP5Be_GH3IxWQ, v66ek6-aC-UvNGlVQ-eB2w, SS-KctoEXVw16z1s4RIYmA, YBYMLaUJNaST5TD6OUBr4g, nkMPAu6jdq4RZy-gEc--dA, H1VbLkqs6Uu_vFaTvLYyHQ, 08gMkDtib8IIWpDUjD40zg, c7Kc_2h714LIwYiUC6J49w, 20Nk-sl8WFYmMwvtVnBBrg, 49su1Md2-kK1kvQwVkcHrQ, h8pthOnqCxV94D8-JkZXCQ, HURurSdjR3HqcVxRBJfEZQ, CpxD4u2gMO_Gf44zSsxoLg, j-TMFJyTMhR-3njtS-SsLA, xnpw6YZJ96_LNrRmhKCiZQ, LvL7XDgnMYkv9WTo7XMbUw, Abw9Bx-bI2HFG9QRKFntkw, v8TuvJ6b4215Qp84oSuYZQ, Yqth7-wYhvF5q_hQaHGenQ, BbBzub67X5sAHHTEtk2GAA, Jw0zJgMDnKp9qrgKAcZWPQ, WzudBEFeQnWl40asMb23yA, c4ODXwFL0tKdP0BkdcyE7g, s84pefAbuXnkGXLGHDLDYA, HeEq3WocDssVr0DgkcR-jQ, LHkV0SN4B2vEkv4-_Zyy8A, NgX6wFfGP8i8QZZwIZhZbw, EeqjGQlkP0jrgki01crnMg, z0HiuDcai8S-2oPV9J9sIA, iA_pVvHRqREXX3s57ganLQ, RXHuqqw59JFsk1MKqiwrWQ, BuJ5jIftTQdtW_5WlzVG2A, MTHBsAYN26j0KimqRKTa1A, w4zEoLWtxoelX7Do9uaStg, CSfjaTVpxugpRNEd0RtsxQ, vzI2SuBs80g1chJ-G73J-w, TyleftyvzMsWbpluyuSZjQ, gFeitEePLasRwXKaINN6_Q, bV2T0p3sD811XnZEIOQnag, wvDQ3XhP4lt4RnljLNNudQ, 97kNLwiDqDOO_hO-V0sptA, LEpuE12HSZDsKhHbki2stA, 0nOIH8qIMnmZdLCTemnRsw, WWnhqRnWWjutMqh-2SzEuQ, unO1Py4QD_Pjo7guhRB6gQ, _a2rbBoIF2Ur4hqZ2KtNeg, 4eR6hYFJcBHoAqhuOS07ww, uQ6GQ6Vppl43W6ZSiTj7cg, gmIdn5C2NhG5pqqxULFjpQ, zR1hSWEJXRNPFuduTBBZHA, 7vZ4ttCH6S34T3x2ywdBlA, K_8cmdRj4gpzwANwVvf6fA, F_5_UNX-wrAFCXuAkBZRDw, taU-uxYwYs3nywMkVm3ELQ, QdKGcgPOOIiWVoknBEuFUQ, Hxh8sM1kzFIz_5ofv1ZM7g, Xb3iIj4I-tHMe6TVWN5L5g, NAQ_mjZZaDqVsAgU4fkh6Q, _aSs5dSAabuwnXUGBPzASw, u_tsaDmAgGnmOUGdbA2tNg, eI374ocr96npSpwZmQrNyw, 9CxTjD-qO7QMGCBc-4HC4A, NaE6ma3bmm-gkQL2pf8pVw, 9Nr3-K19_TL5vmPOaqO7RA, IUilHGdHxziHYpiNkmQ6sA, Fv8pA4FdvJSoXoUAwHKkLQ, drL4C3q-v9eRKyYU54ABiQ, gnoIkKGFEtaAAbFIBxc5TQ, 8Aq_UdlsrjhBwGWb_U-xRA, beTVdIu7UGlPE2De4_zs6A, Dc43j8jCChaPZq8o3L5jQw, dWUpHH4b4cScT2ymMaoEGg, yGHP5LUQe73kOvYQZF6Dqg, mgAQk8xaf0uzqSjdz7IBXQ, _Oh_YYX6_HVhSRnCdeQGAw, Rs5OAD8I3Fp4G-j5IN05SQ, 6zr43bKAuC_NUYOoqlJCBw, wQXRDOf7Wnu6K1cKO_bjzg, 78raDX8_mwfSilx2QIjcAA, nmqX1cxPOYHwql5e4U9LuA, B5gJUGCkRffd4zDfc5IWZg, ShN97yxHps7ex_XHuc93iw, v6Pbcy6I5kDb-uk2Ychvgw, iuKdlVt549hc2Kd9_tYepg, d3-ScnCgjkks04FjfPwTJw, 205YvQhP0Jdgdwq6sGsrWA, iMeBJHaZXd5M2pt37dHmTw, qUGMYSGV24KD8QFCdGGIlQ, XnClYmLG2mBcha2JaeMB4w, 1Px8_etTU-O0NTBLemwDJA, t_7ngdXz_NgOxbPC0e0xoA, ilU2YC2DbzoxMUNjEZSpMA, zsF1HD0f8mG6WmD2T6YGnQ, rEyssFWviRUZRw_-I64NGQ, NR6Y46Ni2JjQcj4vDbqKUA, LX0yWiLXHBOfvCmUogmK-g, 94GWGN4tBj3UQnegEDQIXQ, hx0YV9Jijd54jGUnYQdlfA, P5jw8VdVSFb1oWY9UyqcWA, 5G7SuKXxeVPXC1_AiqM8vQ, NY-BrGS1UUhBHnL2HlD-nw, tK20A6WYj9CeqUI-dJbEIg, JEpGg5Abvq02QskO_dQDug, Tq6D_IwLwj_AfuCS4igq_w, sl-LXAhDMIfRLPYLTcBRaQ, 74-QP_tkLrttRM9pUNrLiA, 4w1MaiQc_wVcCymCC9O7rw, PuTLsJ1S_rg3zQGXRjvAMw, oyarlhGULfEvBujSbkHyUw, D2j2lT03Wb7Y1tUvWc_q_A, 0B5zsxsq3CutuLVdcR4TJw, KUmin6YNvQZVdrhVED7GAQ, McDOL2jwi-llUunfk_dlFA, rL4UqI9oJqqdr8uwlhv3dw, 86q1YWhJT7HFBRoCSXI72g, zZha2AcC31exjvxun055PA, S72WLoB1SUdLm0SBmp2law, 8onBcSo9aSC6hUYeZJSAUA, T16FVXn61_y_-wJanVq6Dg, nK_aZKxrVIIgehcMgGcRRA, 3X1jq9bEOppZi91ti21_Xw",174,151,67,27,"2014, 2016, 2013, 2015, 2010, 2012, 2011",3.6,20,4,2,7,0,16,52,47,47,14,1
_nJ2WdJRAL4toJ24dag_Kw,Susan,12.0,2012-07-21,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
B46q0uJGiuzTtcYXknkgcQ,izagui,93.0,2008-01-14,None,0,0,0,0,None,3.78,0,0,0,0,0,0,0,0,0,0,0
3GKe3Nscq7Jtrt4xUbf_XA,Monica,15.0,2014-05-16,None,1,0,0,0,None,4.8,0,0,0,0,0,0,0,0,0,0,0
vA4LM76VgKuw7IzEBdyecg,Kirk,11.0,2014-05-14,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
oMT1lSrACglwgFPDBYEIuA,mmaaxxmül,64.0,2011-02-06,None,0,0,0,0,None,3.56,0,0,0,0,0,0,0,0,0,0,0
OaKaMTSVSqU0TZY9Rpbd-w,Louey,11.0,2017-12-05,None,0,0,0,0,None,4.0,0,0,0,0,0,0,0,0,0,0,0
N0Erq1dB7iXtkBdKrtArdQ,Tristin,11.0,2017-11-09,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
RetgmtjEJrWQeTjLYo46MQ,Maleah,11.0,2012-12-25,None,0,0,0,0,None,5.0,0,0,0,0,0,0,0,0,0,0,0
nBDJyPdJ-wn41skUV2QrhQ,Tyler,11.0,2017-11-02,None,0,0,0,0,None,1.0,0,0,0,0,0,0,0,0,0,0,0
W5GkZO-8n7qrr-Ws5nEL-w,Krystal,17.0,2014-02-05,None,1,0,0,0,None,3.71,0,0,0,0,0,0,0,0,0,0,0
58guXrSqpOxnKoeuTxLdag,nam,41.0,2010-05-27,None,0,0,0,0,None,3.97,0,0,0,0,0,0,0,0,0,0,0
Uai3Mn-Ro7LwIKJrEdONuw,Jessica,16.0,2015-02-01,None,0,0,0,0,None,4.17,0,0,0,0,0,0,0,0,0,0,0
t27CQ2vYWbrQTsgJrnNYFw,Felipe,17.0,2014-06-22,None,0,0,0,0,None,4.43,0,0,0,0,0,0,0,0,0,0,2
uoNm7vaHUs8PrxGYO5NCGA,Mark,18.0,2016-03-19,None,0,0,0,0,None,3.88,0,0,0,0,0,0,0,0,0,0,0
XyGCnY05-v_lNCxoiT1y5g,Jeff,14.0,2014-05-08,None,0,0,0,0,None,4.0,0,0,0,0,0,0,1,0,0,0,0
